wohnflaeche_qm,qualitaet,baujahr,preis_usd
324.2,8,1996,830000
180.2,8,1990,324000
231.3,8,1981,500000
129.1,7,1951,745000
366.0,8,1921,1197000
163.5,8,1988,385000
237.8,8,1958,565000
213.7,8,1979,465000
164.4,8,2001,401000
214.6,8,1978,385000
214.6,8,1989,395000
185.8,6,1946,245000
143.1,7,1994,500000
240.6,7,1979,334000
91.0,7,1953,550000
160.7,7,1961,216000
285.2,8,1928,340500
195.1,8,1975,375000
193.2,8,1966,600000
175.6,7,1960,375000
185.8,7,1926,536500
281.5,8,1984,599900
103.1,7,1904,750000
153.3,7,1955,355000
131.0,7,1947,590000
198.8,7,1946,680000
172.8,8,1994,429000
108.7,7,1909,581000
91.0,7,1968,463800
687.5,13,2001,2983000
153.3,8,1902,443000
137.5,7,1986,276200
377.2,9,2001,630000
127.3,7,1927,570000
230.4,10,1929,979700
188.6,8,1921,730000
204.4,7,1963,268450
164.4,7,1962,490000
236.9,8,1957,808000
116.1,7,1969,350000
222.0,8,1957,695000
532.3,11,1991,1228000
104.1,7,1950,309950
118.0,6,1942,134000
222.0,10,1988,645500
163.5,7,1927,750000
237.8,9,1967,1399000
169.1,7,1955,344900
170.9,8,2001,601450
168.2,8,1909,575000
229.5,7,1962,405000
234.1,9,1999,518000
148.6,7,1947,265000
118.9,6,1969,180000
147.7,7,1985,285000
185.8,7,1954,433000
165.4,8,1977,399000
157.9,7,1966,565000
183.0,7,1966,406500
180.2,7,1955,420000
305.7,8,1906,965000
325.2,10,1996,1375000
302.9,8,1982,353950
393.0,10,1996,847700
147.7,6,1942,185000
93.8,7,1923,269000
169.1,7,1976,422800
80.8,7,1947,379950
150.5,7,1969,525000
369.8,9,2006,810000
151.4,6,1962,209950
114.3,8,2003,439950
326.1,8,1965,554820
200.7,7,2002,359000
94.8,6,1941,242500
147.7,7,1954,330000
319.6,10,1979,740000
280.6,7,1901,630000
211.8,8,1941,750000
259.2,9,1999,695000
53.9,5,1941,109000
188.6,7,1961,389000
79.0,6,1924,447000
230.4,7,1955,1200000
93.8,7,1977,315000
224.8,10,1988,640000
202.5,9,1984,570000
170.0,8,1997,495000
189.5,7,1969,449500
245.3,9,1943,1084500
98.5,7,1952,294950
152.4,7,1960,170500
110.6,6,1926,312000
202.5,8,1992,350000
197.0,9,1989,690000
205.3,7,1999,375000
233.2,9,1987,575000
232.3,8,1978,646000
144.9,7,1974,239950
233.2,7,1929,400000
284.3,8,1958,455000
121.7,7,1990,240000
395.8,11,1939,3400000
232.3,7,1922,695000
62.2,6,1942,304950
170.9,8,1914,650000
137.5,7,1995,402500
224.8,7,1998,482000
169.1,7,1923,655000
180.2,7,1951,577000
151.4,7,1986,350000
234.1,8,1970,415000
197.0,7,1983,396400
231.3,9,2000,654300
316.8,10,2004,774950
221.1,8,1925,855000
231.3,8,1918,1145000
115.2,7,2007,330000
176.5,7,1959,290000
222.0,8,2008,519500
168.2,7,1977,450000
417.1,12,1993,3120000
150.5,7,1928,265000
245.3,8,1990,359000
266.6,10,2012,2000000
301.9,8,1985,1050000
74.3,6,1946,402500
126.3,7,1957,450000
181.2,7,1980,262500
183.0,8,1979,285000
187.7,7,2005,290000
211.8,8,2005,752500
328.9,10,1998,820000
144.9,8,1999,292000
69.7,6,1937,213000
208.1,7,1942,400000
54.8,6,1944,202000
64.1,7,1948,484000
146.8,7,1981,617450
96.6,7,1956,250000
174.7,7,1963,405000
99.4,7,1951,325000
172.8,7,1954,301350
144.0,7,1940,425000
172.8,8,1954,460000
287.1,10,1992,938000
159.8,8,1985,348000
117.1,7,1926,435000
104.1,7,1963,227950
116.1,6,1948,425000
168.2,7,1925,550000
175.6,8,1992,347500
187.7,7,1959,397000
166.3,7,1969,410000
296.4,10,1998,780000
281.5,9,1925,1350000
151.4,7,2004,476000
109.6,7,1967,390000
144.9,7,1968,226500
124.5,7,1984,495000
240.6,9,1968,1500000
94.8,6,1950,385000
220.2,9,2003,535950
294.5,10,1989,910000
104.1,7,1926,465000
133.8,8,1983,495000
201.6,6,1920,250000
324.2,10,1928,1225000
183.0,7,1973,400000
258.3,10,1987,715000
209.0,8,1992,342000
124.5,7,1967,420000
130.1,7,1968,148226
140.3,7,1968,313000
122.6,7,1959,150000
76.2,7,1954,150000
100.3,6,1958,230000
78.0,7,1948,389100
192.3,8,1974,645000
141.2,7,1958,310000
112.4,8,2014,351358
354.0,10,2014,1700000
498.9,10,2002,1565000
143.1,8,1900,850000
214.6,9,1991,470000
173.7,8,2008,770000
170.9,8,1977,366000
191.4,8,1987,545000
93.8,7,1968,205000
94.8,7,1948,405000
206.2,7,1973,467000
97.5,7,1909,392500
281.5,9,1973,901000
167.2,7,1972,500000
172.8,7,2000,384950
378.1,11,2006,1700000
79.9,7,1948,245000
286.1,9,1968,1165000
118.9,6,1983,184500
143.1,8,1986,269000
142.1,8,1998,570000
218.3,8,1961,850000
85.5,6,1969,209000
170.9,5,1933,327000
153.3,7,1961,369500
163.5,7,1976,440000
305.7,10,1968,947500
118.0,7,1919,510000
148.6,7,1941,385000
248.1,8,1990,370000
182.1,7,1922,660000
306.6,9,1976,729000
185.8,8,1979,440000
219.3,8,2000,445000
132.9,7,1938,460000
216.5,9,1971,516000
191.4,7,2002,343888
208.1,7,1965,500000
216.5,8,1958,465000
202.5,7,1986,302000
118.9,6,1913,195000
198.8,8,1991,640000
268.5,8,1977,502000
137.5,8,1998,360000
156.1,7,2003,290500
200.9,7,2006,248000
211.8,7,2001,433000
76.2,7,1980,480000
123.6,7,1957,410000
214.6,7,2006,309950
119.8,7,1990,253000
151.4,7,1971,280000
131.0,7,1958,440000
115.2,7,1954,333000
288.0,9,2002,759950
187.7,7,1979,345000
232.3,8,2007,350000
73.4,7,1951,198000
189.5,7,1952,730000
132.9,7,1966,266200
209.0,8,1967,1060000
99.4,6,1948,95000
120.8,8,1981,430000
237.8,7,1973,650000
203.5,8,2004,379900
87.3,7,2004,325000
161.7,7,1958,455000
206.2,6,1917,392000
121.7,7,1976,373000
251.8,8,1953,951250
120.8,7,1955,502000
180.2,7,2000,362500
100.3,7,1924,525000
196.0,7,1977,580000
147.7,7,1985,278000
84.5,7,1923,422500
147.7,7,1900,783200
305.7,9,2003,715000
186.7,8,2014,472217
191.4,7,1999,244615
144.9,6,1944,385000
104.1,7,1943,549995
329.8,11,2004,959900
306.6,8,1980,510000
185.8,7,1965,367000
249.0,8,1990,375000
119.8,8,2007,500000
119.8,8,2007,489000
106.8,7,2000,340000
174.7,7,1957,562000
223.0,9,2002,489950
178.4,8,1968,652000
404.1,8,1999,472000
177.4,6,1963,333000
185.8,8,1953,560000
305.7,10,1990,799000
323.3,8,1979,860000
223.9,9,1989,449500
262.0,10,1991,692500
251.8,9,1976,925000
193.2,7,2003,267500
204.4,8,2010,396800
109.6,7,1969,220000
197.0,9,1959,892500
135.6,7,1975,455500
196.0,8,1961,743000
166.3,6,1951,338000
124.5,7,1978,332000
228.5,7,1918,563225
349.3,11,1990,1150000
115.2,7,1920,645000
255.5,9,1981,739000
235.0,9,1993,435000
297.3,9,1914,995000
187.7,7,1986,520000
281.5,7,1987,400000
218.3,7,1978,440000
157.0,7,1946,440000
118.9,7,1921,738000
108.7,7,1963,250000
250.8,8,1992,338150
167.2,7,1979,425000
341.0,10,1999,883000
218.3,7,1983,510000
288.0,9,1962,950000
104.1,7,1955,435000
176.5,7,1961,415000
125.4,9,2004,439000
131.0,7,1955,295832
144.9,7,1967,285000
101.3,7,1962,350000
136.1,7,2006,489000
166.3,7,1974,304500
120.8,7,1968,288000
178.4,8,1980,417000
131.9,8,2005,615000
349.3,9,2004,730000
86.4,8,1978,178500
146.8,7,1965,300000
201.6,7,1955,415000
189.5,8,1959,452500
318.7,11,2005,1010000
200.7,9,1989,653000
191.4,8,1941,715000
131.0,7,1927,541000
171.9,7,1960,245000
127.3,7,1922,547000
309.4,10,1976,750000
183.0,8,1959,575000
121.7,6,1984,216000
152.4,6,1916,443000
148.6,7,1986,257700
114.3,7,1978,278000
208.1,7,2003,300000
203.5,8,1995,269100
92.0,7,1929,402500
93.8,7,1981,306888
271.3,10,1978,795000
214.6,9,2003,525000
322.4,10,1988,1050000
113.3,6,1938,452000
144.0,7,2000,350000
192.3,8,2007,410000
191.4,7,1905,595000
157.0,7,2004,499000
236.9,8,2001,340000
313.1,10,2001,1065000
207.2,8,1991,460000
221.3,8,2011,345000
150.5,7,1990,280500
105.9,7,1926,704000
198.8,8,1990,545000
176.5,7,1962,335000
313.1,10,1988,1325000
213.7,7,1965,420000
189.5,7,1937,705000
170.9,7,1990,274900
265.7,8,2004,499950
130.1,7,1953,415250
92.0,7,1958,222000
289.9,7,1980,375000
152.4,7,1995,300000
262.0,7,1920,456700
183.0,8,1915,925500
263.8,8,1975,375000
220.2,9,1993,420000
242.5,8,2004,575000
124.5,6,1915,335000
120.8,7,1958,428000
310.3,8,1977,655000
244.3,9,2006,738000
182.1,7,1965,415000
101.3,6,1945,392000
144.0,7,1941,555000
164.4,7,2005,260000
129.1,6,1940,392500
276.8,11,1993,912000
77.1,6,1943,135000
144.9,7,1978,500000
126.3,7,1975,238000
153.3,7,1972,251000
140.3,8,1978,406500
279.6,9,1988,433495
140.3,7,1985,265000
181.2,8,1957,360000
167.2,7,1955,425000
261.1,7,1968,450000
163.5,7,1954,449900
189.5,8,2004,345000
157.0,7,1967,612500
142.1,8,1977,317000
168.2,8,1929,585000
109.6,7,1981,455000
380.0,11,1991,1035000
209.0,8,1968,497000
99.4,7,1992,226750
169.1,7,1950,385000
100.3,5,1948,205000
256.4,9,1989,745000
236.9,8,2005,371000
193.2,8,1991,545000
118.9,7,1931,443000
88.3,7,1951,287000
97.5,7,1983,194000
167.2,7,1957,265000
356.7,9,1963,1135000
341.3,9,1987,699950
158.9,7,1950,433000
84.5,6,2003,200000
124.5,7,1968,289571
217.4,8,1967,440000
140.3,7,1960,400000
244.3,8,1962,589000
288.0,9,1986,850000
87.3,7,1903,520000
127.3,7,2000,555000
230.4,7,2004,470000
99.2,7,1990,207000
222.0,8,1976,379750
201.6,7,1950,709000
141.2,7,1993,240000
205.3,8,1953,445500
297.3,8,1959,1308000
107.8,7,1959,210000
248.1,8,1999,603000
234.1,10,1987,720000
70.6,5,1947,92000
121.7,7,1901,600000
255.5,8,1948,725000
166.3,7,1961,409950
166.3,8,1989,515000
223.0,8,1968,495000
224.8,9,1973,998000
158.9,8,1986,630000
185.8,8,1972,410000
146.8,8,1979,602000
214.6,8,1980,750000
332.6,10,1991,711600
401.3,11,2006,1050000
237.8,9,1981,700500
299.1,10,1991,710000
154.2,7,1985,250000
224.8,7,1964,350000
266.6,7,1961,475000
77.1,6,1920,200000
158.9,7,1972,450000
241.5,7,2005,316000
62.2,5,1920,310000
139.4,7,1970,392000
135.6,8,2000,521000
143.1,7,1949,495000
116.1,7,1967,209000
207.2,9,1959,809950
167.2,7,1950,400000
223.0,8,1980,415000
220.2,8,1978,411000
170.0,7,1926,825000
137.5,8,2008,436000
243.4,9,1991,460000
120.8,6,1959,281000
289.9,8,1956,976000
223.0,8,1995,485000
132.9,7,1984,429000
230.4,9,1990,729000
211.8,8,2003,625000
129.1,7,1987,218500
95.7,7,1960,175000
104.1,7,1938,442500
120.8,7,1986,480000
223.9,8,1965,715500
136.6,8,1963,432500
438.5,11,2005,875000
270.3,8,1940,605000
464.5,12,2002,1688000
157.0,7,1982,318000
92.9,7,1947,311300
223.0,7,1992,325000
309.4,9,2008,795000
191.4,8,1962,558000
287.1,9,1995,370000
218.3,8,1993,598850
202.5,8,1994,515700
173.7,8,2003,458000
327.9,10,1985,583500
228.5,9,2003,653750
153.3,8,2011,299000
323.3,8,1976,532000
295.1,9,1985,819000
224.8,9,1967,945000
210.0,9,1983,608700
221.1,8,1949,812000
315.9,8,1959,464000
350.2,10,1989,950000
248.2,8,2005,700000
109.6,7,1939,435000
168.2,7,1954,229500
242.5,8,1952,1575000
134.7,7,1963,265000
148.6,7,1950,995000
246.2,8,1975,590000
231.3,9,1979,740000
79.0,6,1909,360000
169.1,7,1976,548500
182.1,7,1920,599000
218.3,8,1978,615000
122.6,7,1988,292000
345.6,10,1988,899000
205.3,7,1912,500000
177.4,8,2003,580000
263.8,9,1998,580000
122.6,7,1920,594000
226.7,7,1981,500000
224.8,8,1988,550000
109.6,8,1993,275000
169.1,8,1983,390000
349.3,10,1910,1250000
144.9,7,1997,250000
166.3,8,1979,405000
132.9,6,1968,213950
129.1,7,1963,232000
92.0,6,1959,207000
174.7,8,1988,310000
234.1,9,1990,540000
191.4,7,1920,750000
199.7,8,2005,392500
232.3,8,1962,305000
222.0,9,1984,735000
223.0,8,1990,575000
61.3,6,1915,175000
146.8,7,1984,291000
301.9,10,1994,791500
174.7,8,1951,475000
110.6,7,1951,238950
118.9,8,2000,470000
221.1,8,1978,420000
189.5,8,1996,440000
133.8,8,1929,656000
197.0,7,2001,559950
92.0,6,1935,600000
158.9,7,1972,255000
170.9,7,1957,210750
106.8,7,1909,485000
209.0,8,1995,390000
228.5,8,1970,405000
143.1,7,1905,462500
205.3,8,1978,435000
133.8,7,2003,440000
166.3,9,1978,299950
104.1,8,1970,440000
117.1,7,1975,312620
109.6,7,1981,372500
160.7,8,1994,297262
209.0,7,1963,735000
144.0,7,1922,430000
99.4,7,1995,241000
135.6,7,1969,201000
98.5,7,1910,570000
170.9,7,1967,538000
226.7,8,2011,729000
157.9,7,1955,331500
63.2,6,1941,110700
157.9,7,1996,245000
185.8,7,1956,427000
217.4,8,1953,650500
104.1,7,1939,335900
140.3,7,1939,535000
197.0,6,1906,360000
139.4,7,1968,294900
95.7,7,1928,460000
505.4,12,1990,1769000
106.8,7,1905,463000
224.8,8,1962,332000
162.6,5,1943,199500
162.6,5,1943,247000
201.6,8,1992,442500
236.0,9,2007,600000
157.0,7,2005,449000
148.6,7,1926,725000
98.5,7,1961,215000
184.9,7,1948,582500
205.3,8,1968,305000
287.1,8,1959,734000
97.5,7,1986,300000
236.9,7,1960,525888
194.6,8,1910,711000
141.2,8,1978,360000
255.5,8,1987,357000
111.5,7,1960,235000
170.0,7,1928,550000
107.8,7,1957,324000
162.6,8,1989,420000
223.0,8,2003,450000
384.6,9,2004,825000
196.5,7,1998,272000
239.7,9,1990,481000
113.3,7,1927,500000
151.4,7,1940,448000
125.4,8,2004,480000
157.0,7,2004,475000
157.9,8,2005,472500
175.6,8,1979,291000
79.0,7,1950,294000
230.4,9,1967,1013050
157.0,7,2002,442500
75.3,6,1959,170000
369.8,10,1968,1582500
239.7,8,1925,665000
565.3,11,2000,1610000
198.8,7,1930,675000
126.3,6,1957,279900
167.2,8,1929,875000
178.4,8,2005,571000
79.9,7,1927,320000
217.4,9,1986,525000
375.3,9,1962,1650000
107.8,6,1942,137900
156.1,8,1989,440000
118.9,7,1945,360000
167.2,7,1977,271000
394.8,10,1967,465000
223.0,8,2004,280000
87.3,5,1942,283000
103.1,7,1980,411500
224.8,8,1967,282000
171.9,9,2005,535000
187.7,9,1943,554729
187.7,9,1943,868000
170.0,8,1991,427000
178.4,7,1954,455000
118.9,7,1953,595000
290.8,8,2004,400000
364.2,10,1997,770000
288.0,8,1919,742500
299.1,9,1973,1250000
155.1,8,1968,375000
250.8,9,1960,1557600
507.3,9,1964,545000
408.8,11,2003,1050000
203.5,9,1957,1565000
111.5,6,1970,178000
136.6,7,1989,262500
153.3,8,1900,730000
170.9,8,1948,395000
112.4,6,1959,355000
173.7,8,1989,299990
361.4,9,2001,1125000
247.1,8,1972,425000
106.8,7,1951,349000
161.7,7,1942,554950
239.7,7,1913,326000
159.8,8,1975,580000
254.6,10,1977,699000
242.5,7,1985,757000
130.1,7,1965,335000
238.8,9,1983,660000
262.9,8,2005,540000
244.3,8,1966,320000
146.8,7,1994,280000
143.1,7,1989,324000
197.0,7,1967,300000
170.0,7,1913,360000
210.0,10,1987,600000
232.3,8,1970,950000
170.0,8,2014,599950
110.6,6,1951,190000
214.6,7,1970,350000
114.3,7,1929,522000
273.1,10,1992,850000
93.8,7,1954,308000
236.9,7,1907,1020000
137.5,7,1938,397500
135.6,7,1977,186000
288.9,8,1977,436500
198.8,8,1928,710000
320.5,9,1905,1378600
182.1,7,1957,450000
175.6,7,1981,375000
193.2,7,1960,315000
157.9,7,1918,467500
105.9,6,1959,330000
291.3,8,1910,665000
240.6,9,2013,760000
137.5,8,2014,469000
139.4,8,2000,408000
247.1,8,1971,851000
125.4,8,2007,410000
79.9,6,1943,235000
92.9,6,1916,207100
230.4,7,1959,560000
358.6,10,1984,903000
198.8,8,1905,998500
169.1,7,1959,268500
206.2,8,1970,494950
247.1,9,1999,1130000
136.6,6,1942,250000
218.3,7,1971,449000
276.9,9,1964,1225000
173.7,8,1966,325000
225.8,7,1957,506000
259.2,9,2003,751000
127.3,7,1993,280000
415.3,11,1988,1120000
189.5,8,1980,580000
217.4,8,1963,665000
234.1,7,1999,450000
158.9,6,1942,389900
111.5,7,1962,427000
123.6,7,1983,265000
121.7,7,1998,398000
280.6,7,1941,354000
210.0,8,1999,339950
73.4,6,1948,399000
90.1,7,1983,325000
209.0,9,1955,998800
142.1,7,1914,350000
165.4,9,1967,1000000
197.0,7,2005,561000
139.4,7,1926,245000
139.4,7,1926,570000
222.0,8,1931,845000
222.0,7,1996,314500
271.3,8,1981,650000
79.0,5,1907,298000
86.4,7,1904,500000
310.3,9,1998,870000
66.0,6,1942,299000
208.1,7,1979,527000
98.5,7,1966,420000
219.3,8,1991,290000
327.0,9,1951,1662000
160.7,8,1977,499990
108.7,6,1943,315000
341.9,9,1981,425000
269.4,9,1987,630000
119.8,7,1971,365000
186.7,8,1901,774000
138.4,7,1950,368888
179.3,7,1994,339500
208.1,7,1956,344950
215.5,8,1952,450000
277.8,9,2014,814950
204.4,8,2003,299900
139.4,7,1967,315000
358.6,9,1970,880000
132.9,7,1977,195000
348.4,9,2001,910000
288.0,8,2002,540000
173.7,7,2005,306000
189.5,8,1978,272000
343.7,8,1950,1295000
292.6,8,1970,450000
184.9,8,1993,450000
161.7,7,1965,310000
193.2,8,1954,530000
191.4,7,1979,435000
147.7,7,1948,485000
163.5,8,1922,690000
150.5,7,2008,305000
112.4,7,1975,300000
189.5,8,1993,289950
210.9,9,1990,575000
616.9,12,1993,1820000
98.5,7,1962,219000
180.2,7,1948,265000
285.2,9,2006,1105000
86.4,6,1943,200000
202.5,7,1959,545000
197.9,8,1991,378000
74.3,6,1922,388000
204.4,7,1959,425000
105.0,8,2009,536000
183.0,8,1937,1175000
156.1,9,2014,629950
136.6,7,1955,465000
222.0,8,1969,545000
213.7,8,1979,592000
211.8,7,1957,446000
123.6,8,2004,375000
245.3,7,2003,632500
225.8,8,1974,459950
229.5,9,1989,485000
133.8,7,1965,255000
122.6,7,1975,251750
261.1,8,2001,725000
127.3,8,2005,460000
185.8,8,1981,625000
183.9,8,1973,530000
190.5,8,2002,394950
215.5,7,1959,324950
182.1,7,2003,330000
177.4,7,1986,220000
188.6,8,1980,685000
205.3,8,1972,500000
242.5,7,1965,368000
234.1,9,1990,825000
170.9,7,1900,660000
145.9,7,1971,253000
223.0,7,1953,392500
179.3,9,1978,605000
107.8,6,1969,215000
262.0,9,1985,650000
284.3,8,1922,877500
122.6,6,1961,232500
111.5,6,2003,234000
144.9,7,1970,380000
285.2,9,1983,420000
96.6,7,1978,399950
184.9,7,1969,256750
157.0,8,1984,535000
168.2,9,1979,515000
234.1,7,1953,770000
145.9,7,1996,256000
156.1,7,1940,489900
116.1,7,1978,165000
118.9,7,1962,220000
429.2,11,1991,575000
146.8,7,2004,375000
153.3,8,1977,422250
154.2,8,1981,420000
223.9,8,1993,608000
159.8,7,1921,620000
289.9,9,1983,850000
249.0,8,1974,463000
245.3,8,1954,750000
346.5,9,1989,1070000
157.9,7,1986,290000
211.8,7,1947,525000
113.3,7,1986,319000
325.2,7,1980,592500
186.7,7,1977,350000
197.9,8,1973,454900
167.2,7,1992,272000
99.4,7,1961,357500
94.8,6,1954,285000
148.6,7,1994,280000
128.2,7,1928,477000
303.8,10,1982,750000
195.1,7,1907,595000
196.0,8,2001,525000
152.4,7,1966,319000
122.6,7,1986,225000
224.8,7,1958,485000
129.1,6,1908,341000
215.5,9,2014,674000
201.6,8,2003,442250
251.8,8,1977,591000
134.7,7,1998,276000
127.3,8,1988,394000
168.2,7,2001,355000
131.9,7,1963,260000
194.2,8,1987,300000
194.2,8,1987,310000
123.6,7,1976,209000
123.6,7,1985,344950
177.4,6,1951,230000
214.6,8,1978,336950
232.3,7,1948,700000
121.7,7,1987,230000
189.5,8,1994,443500
189.5,8,1994,471000
223.0,8,1962,595000
130.1,7,1929,470000
157.9,8,1975,600000
293.6,10,1997,1381000
124.5,7,1985,427800
136.6,7,1965,445000
166.3,7,1953,382000
144.9,7,1989,577000
243.4,8,1990,427000
146.8,7,1962,255000
101.3,6,1961,240000
301.0,9,1939,1234580
234.1,7,1955,435000
207.2,9,1949,1450000
225.8,8,2002,425000
94.8,6,1923,393000
168.2,7,1959,264950
321.4,10,1987,746500
187.7,7,1956,450000
131.0,7,1983,229950
69.7,6,1933,425000
492.4,10,1923,2555000
406.9,11,1993,1400000
212.7,8,1984,753000
66.9,6,1943,310000
111.5,6,1949,395000
243.4,10,1985,725000
197.0,8,1964,295000
146.8,7,1967,225000
386.5,12,2001,1699000
170.0,7,1979,431000
185.8,8,1998,358500
91.0,6,1907,595000
282.4,7,2000,468000
161.7,7,1962,260000
134.7,7,1955,375000
144.9,7,2003,295000
190.5,8,1986,403900
163.5,7,1956,269950
161.7,8,1998,640000
84.5,7,1966,221000
157.9,7,1987,255000
243.4,7,2008,300000
139.4,7,1973,270000
151.4,7,1947,575000
127.3,7,1968,246900
129.1,8,2006,635000
143.1,7,1900,450000
110.6,7,1968,215000
418.1,10,2004,785000
220.2,7,1977,522500
126.3,7,1978,150000
80.8,6,1946,199950
450.6,10,1989,3000000
288.9,9,1999,379900
343.7,11,2006,950000
325.2,8,1909,865000
155.1,8,1961,785000
152.4,8,1968,245700
315.9,9,1961,951000
191.4,7,1951,499950
123.6,7,1989,257000
216.5,7,1900,549000
282.4,10,1980,1600000
343.7,9,1983,1400000
184.9,8,1927,619000
187.7,7,1993,311000
276.9,9,1960,600000
370.7,10,2008,1080000
73.4,6,1949,436000
98.5,6,1941,205000
210.0,7,1962,514000
176.5,8,2006,530000
312.2,10,2006,511000
329.8,9,1962,2100000
254.6,8,2005,370000
189.5,7,1943,500000
378.1,10,1998,710000
66.9,7,1911,270000
185.8,8,1959,415000
408.8,11,2003,1800000
120.8,7,1967,236000
131.9,7,2004,278000
143.1,7,1954,312000
143.1,7,1954,539000
219.3,7,1983,498000
345.6,9,1991,857000
157.0,7,1978,780000
213.7,8,1938,650000
153.3,8,1973,559500
92.0,7,1948,219950
197.9,8,1977,671500
308.4,10,1999,813000
182.1,7,1965,182000
71.5,6,1913,203700
186.7,7,1902,740000
74.3,5,1942,230000
84.5,7,1955,128000
111.5,7,1952,345000
331.7,7,2005,663000
169.1,7,1983,329950
272.2,9,1999,1047500
137.5,7,1926,402300
307.0,7,1922,492000
207.2,7,2006,448000
144.9,7,1955,273000
95.7,6,1948,335000
221.1,7,1927,695000
93.8,6,1948,279000
191.4,7,1929,485000
220.2,8,1966,383000
208.3,8,1995,490000
100.1,7,1990,240000
82.7,7,1943,285000
250.8,7,1977,524950
227.6,8,1985,729000
131.9,7,1960,460000
118.9,8,1904,687500
270.3,9,1972,1168000
225.8,8,1979,825000
172.8,7,2003,314950
167.2,7,1956,470000
182.1,7,1958,500000
144.0,6,1925,313000
78.0,7,1926,445000
193.2,8,1967,300000
205.3,8,1912,619500
112.4,7,1983,305000
125.4,9,2007,874000
172.8,8,1991,477500
180.2,7,1926,700000
315.9,9,2005,515000
208.1,8,1991,590000
108.7,7,1981,205000
290.8,8,1987,310000
140.3,7,1987,442500
347.5,11,2000,1078500
249.9,8,1980,530000
163.5,7,1950,343500
202.5,6,1911,334900
144.9,7,1969,544300
165.4,7,2001,370000
117.1,7,1994,245000
145.9,8,1928,535000
68.7,5,1946,202000
187.7,7,1938,490000
139.4,7,1929,651500
155.1,7,1961,270000
336.3,10,1999,1164000
93.8,7,2007,289000
135.6,6,1977,240000
166.3,8,1940,790000
163.5,7,1995,350000
166.3,7,2006,246950
97.5,7,1952,400000
240.6,8,2003,533000
96.6,7,1962,198400
377.2,9,2007,495000
296.4,11,1990,862000
296.4,11,1990,870000
202.5,9,1966,875000
197.0,7,1979,317000
196.0,8,1991,325000
112.4,6,1907,615000
223.9,8,1992,334950
183.9,9,1989,775000
220.2,8,1967,600000
159.8,7,1931,565000
69.7,6,1942,292500
233.2,8,1968,825000
239.4,8,2000,495000
143.1,8,1941,525000
66.9,7,1910,438600
168.2,8,1984,507000
128.2,7,1967,275900
238.8,9,2000,1170000
157.0,7,1957,275000
131.9,7,1923,355000
197.9,7,1968,233000
278.7,7,1918,666000
199.7,7,1979,317500
211.8,8,1989,420000
144.9,6,1942,290000
174.7,6,1952,320000
215.5,8,2004,650000
93.8,7,1967,325000
104.1,6,1917,165000
144.9,8,1961,500000
172.8,7,1964,443000
106.8,7,1963,213400
178.4,7,1964,480000
231.3,8,1978,275000
135.6,7,2000,299880
169.1,8,2014,499950
398.6,9,1972,1705000
207.2,7,1960,550000
192.3,8,2003,300000
230.4,8,1948,920000
381.8,12,2001,2300000
212.7,7,1928,620000
113.3,6,1959,253500
243.4,9,1926,978000
296.4,8,1979,387500
79.0,6,1948,325000
161.7,8,2008,568000
198.8,8,1996,525000
192.3,8,1996,560000
156.1,7,2008,394000
92.9,7,1916,484950
310.3,10,1956,1295000
117.1,8,1999,315000
225.8,9,1993,590000
52.0,5,1947,106000
314.0,10,1994,751000
102.2,7,1908,474000
157.9,5,1927,189000
148.6,7,2002,440500
242.0,9,1979,1017000
171.9,8,2010,589000
170.0,8,1986,273000
283.4,8,1962,950000
115.2,8,1967,277700
195.1,7,1984,299900
116.1,7,1959,235000
114.3,7,1952,464000
157.0,7,1988,281000
141.2,7,1951,320000
175.6,7,1997,282000
184.9,8,1972,745000
137.5,7,1980,245000
137.5,7,1980,250000
197.0,8,2005,470000
137.5,7,2007,216650
116.1,7,1975,440000
186.7,8,1989,590000
292.6,10,1975,935000
279.6,10,2000,848000
364.2,9,2000,827500
267.6,8,1919,1125000
236.9,10,2011,630000
104.1,7,1962,340000
291.7,8,1968,570000
383.7,10,1993,2750000
277.8,9,1976,514500
104.1,7,1940,360000
145.9,7,1943,228900
205.3,8,2008,660000
222.0,9,2000,647000
141.2,8,1976,366000
170.0,7,1962,354000
245.3,8,1937,850000
161.7,8,1989,496700
144.0,8,1965,300000
96.6,7,1961,390000
152.4,8,1985,350000
152.4,8,1985,561000
117.1,7,1954,475000
108.7,7,2007,275000
147.7,7,1980,290000
162.6,7,1993,199000
164.4,7,2001,279900
327.9,8,1940,1655000
200.7,7,1978,405000
219.3,9,1977,615000
183.9,8,1978,268000
150.5,8,1955,451000
250.8,9,2012,850000
303.8,9,1968,1180000
80.8,6,1941,245000
78.0,6,1912,450000
124.5,8,2002,370350
143.1,8,2004,543000
153.3,6,1942,265000
244.3,8,2001,497000
174.7,7,1979,419000
183.9,8,1989,545800
139.4,7,1977,403000
114.3,6,1959,195000
234.1,8,1925,1125000
183.0,7,1977,255000
141.2,7,1951,500000
241.5,8,1960,855000
212.7,7,1920,390000
183.9,7,1956,339000
201.6,9,1905,1325000
169.1,8,1962,429900
111.5,7,1975,370900
112.4,7,1952,457500
183.0,7,1999,499000
96.6,7,1947,225000
178.4,7,1950,615000
94.8,7,2001,455000
154.2,7,1940,458000
155.1,7,1974,580000
354.0,10,2008,966000
187.7,7,1954,240000
39.0,4,1949,229050
