wohnflaeche_qm,preis_usd
148.6,205000
192.3,500000
295.4,510000
641.0,1135000
245.3,1545000
178.4,210000
188.6,597500
105.9,400000
154.2,412000
129.1,299950
231.3,1081000
236.9,422500
118.0,410000
276.9,1400000
136.6,245000
329.8,720000
72.5,315000
129.1,191950
226.7,455000
117.1,523000
152.4,250000
155.1,294000
221.1,490000
95.7,310000
144.9,265000
152.4,402000
204.4,705000
296.4,589450
111.5,219950
209.0,750000
182.1,478000
116.1,170000
245.3,489950
228.5,1370000
157.9,319950
78.0,208417
176.5,410000
200.7,590000
149.6,648000
159.8,255000
203.5,465000
280.6,622000
183.9,306000
174.7,617000
149.6,438750
302.9,1280000
368.8,995000
424.6,1580000
243.4,635000
109.6,215000
126.8,530000
66.9,295000
125.4,245000
284.3,400000
171.9,303000
122.6,330000
184.9,700000
56.7,126000
232.3,850000
133.8,405000
255.5,869900
166.3,485000
97.5,400000
165.4,299950
204.4,585000
159.8,495000
542.6,2200000
141.2,447000
122.6,206000
99.4,500000
184.9,302500
462.7,1250000
82.7,391000
133.8,250000
226.7,435000
167.2,160000
210.0,451000
75.3,206000
208.1,590000
423.6,695000
144.0,350000
295.4,1236300
274.1,395000
203.5,419000
145.9,592350
317.7,855000
224.8,771000
145.9,325000
341.9,1850000
177.4,545000
165.4,615000
200.7,625500
135.6,232000
127.3,168000
127.3,238000
139.4,260000
112.4,460000
264.8,900000
101.3,289950
134.7,265000
169.1,465000
122.6,370000
155.1,240000
133.8,232000
91.0,237502
403.2,1280000
265.7,957000
105.9,218000
104.1,205000
135.6,350000
190.5,256000
116.1,275000
234.1,372000
239.7,688888
111.5,170000
198.8,530000
319.6,905000
167.2,365000
166.3,312000
116.1,400000
74.3,278750
131.0,510000
123.6,527700
268.5,740000
236.9,512000
267.6,362000
61.3,225000
136.6,491500
157.9,429950
96.6,375000
81.8,199400
231.3,364900
112.4,324950
193.2,467000
128.2,380000
150.5,250000
156.1,700000
123.6,206990
160.7,670000
73.4,315000
208.1,319950
139.4,419000
167.2,205000
183.9,335000
124.5,397000
69.7,370000
166.3,330000
510.0,1785000
180.2,399000
248.1,400000
113.3,249900
121.7,717000
179.3,319000
195.1,635000
109.6,355000
401.3,1600000
291.7,585000
215.5,320000
196.0,305495
166.3,240000
161.7,199950
354.9,1620000
190.5,770000
156.1,255000
179.3,289000
349.3,494500
220.2,746000
197.0,385000
220.2,688100
218.3,870300
109.6,310000
210.9,500000
170.0,255000
363.3,1475000
82.7,154500
169.1,425000
226.7,700000
103.1,410500
173.7,432000
115.2,530000
144.9,465000
177.4,498688
204.4,573500
235.0,349900
105.0,220000
76.2,260000
89.2,290000
183.9,615000
313.1,730000
689.3,1950000
167.2,332500
370.7,650000
378.1,1400000
152.4,465000
346.5,690000
113.3,289900
324.2,1620000
160.7,339950
318.7,367999
215.5,380000
188.6,440000
450.6,975000
124.5,309500
105.0,350000
109.6,215000
84.5,254000
151.4,567000
66.0,402000
141.2,365000
262.0,625000
183.0,432000
208.1,335500
172.8,672500
165.4,336000
166.1,294400
174.7,541900
213.7,505000
149.6,255000
210.9,435000
114.3,636000
317.7,655000
155.1,280500
104.1,520000
239.7,354000
357.4,810000
337.2,400000
332.6,879900
376.3,1288000
301.0,902500
143.1,900000
236.9,419500
217.4,685000
215.5,429950
152.4,464950
84.5,239900
236.9,406250
247.1,447000
137.5,466800
261.1,674000
77.1,525000
326.1,674950
230.4,374900
345.6,1443920
199.7,559500
220.2,522500
400.4,1130000
277.8,498500
125.4,571000
220.2,543000
131.0,271920
108.7,104950
167.2,485500
339.1,1210000
138.4,260250
335.4,875909
190.5,455000
101.5,309000
186.7,229000
156.1,250000
233.2,600000
211.8,535000
233.2,571000
296.4,1030000
435.7,600000
171.9,469500
386.5,1150000
206.2,785000
266.6,872750
367.0,900000
161.7,350000
444.1,2575000
293.6,940000
184.9,185000
364.2,850000
89.2,201000
143.1,499000
183.0,315000
174.7,509950
185.8,286300
184.9,590000
130.1,325000
296.4,625000
92.9,378000
155.1,239950
195.1,550000
93.8,325000
188.6,831000
101.3,249000
226.7,484000
232.3,395000
317.7,839900
264.8,760000
188.6,750000
426.4,3000000
207.2,440000
168.2,501000
371.6,739000
138.4,685650
392.5,1005000
197.0,980000
95.7,275000
214.6,319950
170.0,448500
197.0,437000
232.3,330000
229.5,365000
87.3,329000
302.9,681500
154.2,566000
406.0,897500
243.4,738000
139.4,185000
84.5,445000
132.9,175000
83.6,315000
116.1,445000
357.7,1400000
320.5,832500
367.0,771150
181.2,225000
157.9,389950
220.2,435000
148.6,845000
377.2,1300000
122.8,350000
105.9,250000
118.9,370000
286.1,750000
112.4,439950
181.2,395000
134.7,375000
147.7,263000
115.2,185000
133.8,500000
322.4,920000
473.8,936000
225.8,1500000
224.8,1100000
140.3,247000
111.5,289500
208.1,432500
173.7,680000
103.1,589000
298.2,756450
194.2,536650
122.6,540000
124.5,385000
94.8,485000
113.3,240000
113.3,415500
129.1,550000
275.9,1260000
133.8,430000
144.0,415000
176.9,365000
130.1,257000
198.8,420000
122.6,338995
243.4,615000
213.7,312500
185.8,513000
275.0,857500
250.8,1060000
161.7,585000
164.4,350500
119.8,215000
134.7,440000
131.9,270000
123.6,385000
163.5,688500
186.7,700000
237.8,585000
117.1,401000
224.8,655000
93.8,317000
164.4,500000
82.7,314963
155.1,715000
126.3,280000
197.0,531000
177.4,617000
137.5,440000
101.3,140000
155.1,661000
155.1,697000
339.1,1195000
183.0,535000
122.6,404500
158.9,396500
161.7,450000
204.4,605000
186.7,699000
363.3,805000
43.7,156000
216.5,595000
179.3,285000
303.8,725000
153.3,216300
206.2,410000
229.5,597000
120.8,325000
235.0,355000
223.0,338000
139.4,210000
157.9,423000
197.0,249500
208.1,325000
143.1,257000
175.6,550000
117.1,490000
107.8,299000
120.8,295000
299.1,630000
187.7,320000
277.8,1110000
131.9,398000
94.8,218000
223.0,590000
338.2,1595000
144.0,348500
173.7,592500
217.4,505000
311.2,1430000
158.9,502000
109.6,257500
148.6,405000
120.8,427000
96.6,290000
113.3,222000
208.1,315000
131.9,371000
146.8,279900
222.0,250000
210.0,599000
175.6,267300
170.0,585000
92.9,350000
202.5,506000
215.5,400000
78.0,151100
78.0,251000
218.3,555000
189.5,467500
220.2,479000
147.7,247000
128.2,299500
180.2,306888
308.4,675000
101.3,577000
153.3,219950
103.1,375000
196.0,650000
171.9,975000
55.7,229000
256.4,575000
275.9,815000
213.7,525000
188.6,471000
200.7,450000
153.3,590000
291.7,744000
249.9,460000
180.2,299000
113.3,231000
120.8,195000
154.2,305000
314.9,895000
214.6,1110000
88.3,339000
223.0,885000
165.4,375000
118.9,367400
179.3,700000
237.8,667000
85.5,200000
176.5,552775
210.9,452000
193.2,418000
135.6,601500
155.1,600000
261.1,340000
220.2,310000
157.9,290000
151.4,438000
272.2,718000
79.9,200000
183.9,479900
193.2,400000
98.5,219950
147.7,300000
183.9,437000
159.8,350000
125.4,626000
193.2,490000
194.2,289000
188.6,595000
249.0,676000
169.1,389000
120.8,240000
205.3,382500
130.1,511555
189.5,710500
224.8,429000
178.4,170000
358.6,2135000
256.4,480000
320.5,1665000
96.6,225000
206.2,615000
229.5,438950
120.8,242000
182.1,560000
189.5,857500
281.5,685000
210.0,486000
248.1,749000
141.2,260000
335.4,1015000
105.0,565000
137.5,355000
328.9,775000
195.1,335000
312.7,1300000
168.2,545000
156.1,540000
227.6,687500
106.8,115000
106.8,227000
301.0,870000
323.3,1190000
260.1,375000
301.0,902000
137.5,269500
157.9,570000
115.2,359950
345.6,1450000
177.4,615000
197.0,250000
280.6,530000
209.0,474950
153.3,490000
81.8,210000
172.8,265500
356.7,1462500
203.6,310000
147.7,324500
343.7,599000
341.0,525000
151.4,400000
393.0,887500
98.5,344000
250.8,525000
196.0,385000
345.6,820000
319.6,1305000
224.8,549000
101.3,180000
270.3,589000
97.5,350000
149.6,197400
163.5,267000
143.1,480000
239.7,650000
127.3,600000
133.8,490000
131.0,225000
183.9,640000
226.7,710000
125.4,325000
290.8,595000
81.8,128750
178.4,465000
250.8,710000
155.1,605000
322.4,994000
169.1,489950
121.7,365000
166.3,359950
228.5,495000
98.5,255000
124.5,330000
137.5,450000
325.2,655000
270.3,485000
180.2,375000
211.8,570000
110.6,350000
117.1,550000
210.9,513000
184.9,450000
139.4,432500
191.4,432000
181.2,480000
166.3,402200
141.2,650000
301.0,1199500
226.7,312000
206.2,610000
245.3,823000
134.7,471000
144.0,481015
576.0,1959000
261.1,624000
193.2,480000
127.3,815000
271.3,1650000
92.9,180000
112.4,156601
259.2,374950
154.2,368000
153.3,550000
120.8,198000
101.3,345000
247.1,1712750
87.3,185900
255.5,950000
357.7,995000
79.9,345000
192.3,741000
212.7,737000
217.4,668750
249.0,575000
158.9,280000
167.2,583000
140.3,196000
157.9,349950
125.4,429000
198.8,270000
250.8,385000
85.5,535000
139.4,352500
140.3,624000
183.9,215000
418.1,870000
299.1,440000
105.9,518000
138.4,259500
405.1,795127
89.2,290000
209.3,385000
71.5,259950
121.7,330000
91.0,280000
169.1,595000
369.8,925900
279.6,499000
170.0,325000
236.9,895000
74.3,162248
268.5,1072500
168.2,430000
168.2,615500
87.3,260000
168.2,295000
236.9,1186040
220.2,749950
127.3,175000
127.3,415000
111.5,190000
195.1,625000
187.7,420000
145.9,339900
105.9,160000
170.0,353000
93.8,390000
164.4,675000
197.0,400000
296.4,1340000
258.3,1650000
311.2,1000000
320.5,850000
98.5,275000
155.1,450000
209.1,305000
164.4,643002
140.3,468000
164.4,324950
117.1,290000
158.9,488500
212.7,367950
73.4,285000
169.1,417000
295.4,1115000
490.5,1550000
301.0,604000
222.0,380000
232.3,336500
212.7,685000
691.2,4208000
148.6,670000
104.1,524000
124.5,172000
155.1,680000
262.9,549900
250.8,357000
84.5,107000
84.5,232900
220.2,800000
81.8,248500
190.5,670000
109.6,207000
99.4,164000
128.2,570500
249.0,599990
195.1,395000
384.0,979500
85.5,207000
85.5,237000
162.6,650100
181.2,385000
154.2,335000
248.1,347000
91.0,204000
165.4,615000
220.2,943500
152.4,560000
242.5,547500
188.6,359500
240.6,660000
150.5,258000
189.5,355000
75.3,253500
118.0,422500
136.6,239000
159.8,628000
122.6,352000
126.2,311600
192.3,235000
270.3,870000
127.3,190848
217.4,570000
212.7,661254
153.3,575000
60.4,230000
213.7,680000
57.6,148000
57.6,244900
130.1,214950
167.2,580000
120.8,263000
219.3,317000
308.4,302000
137.5,899000
203.5,1289000
347.5,710000
126.3,230000
112.4,430000
428.3,1169000
79.9,397000
209.0,595000
188.6,485000
302.9,755000
170.9,185000
170.9,340000
185.8,236000
261.1,550000
165.4,680000
236.0,630000
217.4,560000
137.5,385000
126.2,280000
162.6,225000
170.0,610000
108.7,592500
294.5,750000
142.1,164000
102.2,320000
188.6,544000
173.7,344950
286.1,539500
230.4,420000
84.5,305000
75.3,229000
370.7,1068000
132.9,397500
203.5,540000
212.7,650000
280.6,1900000
210.0,649000
187.7,287500
243.4,815000
262.9,795000
157.9,502775
103.1,222900
199.7,399950
246.2,728000
359.5,850000
235.0,525000
134.7,257000
204.4,433500
175.6,314950
142.1,500000
147.7,300000
249.9,645000
92.0,222500
120.8,275000
159.8,498000
193.2,800000
170.9,297000
372.5,625000
330.7,770000
152.4,517000
49.2,238000
184.9,234550
157.0,230500
248.1,585000
179.3,733000
75.3,357950
144.0,530000
245.3,377500
215.5,475000
201.6,399000
193.2,660000
192.3,400000
74.3,440000
189.5,366400
262.9,627250
137.5,375950
168.2,162000
183.0,780000
246.2,705000
262.0,450000
130.1,311000
146.8,485000
167.2,485000
312.2,725000
140.3,185000
398.1,1890000
149.6,260000
229.5,356000
111.5,225205
117.1,445000
85.5,356000
236.0,760250
173.7,572000
284.3,970000
181.2,348450
160.7,535500
238.8,710000
138.4,745000
189.5,355000
249.9,333000
149.6,282000
234.1,840500
144.0,432000
167.2,625000
108.7,209977
83.6,174000
260.1,740000
170.0,518000
128.2,539000
184.9,575000
108.7,530000
130.1,242025
243.4,1030000
81.8,230000
210.0,350000
120.8,595000
134.7,440000
103.1,550000
175.6,940000
102.2,375000
125.4,567500
280.6,735000
67.8,114000
129.1,608000
251.8,442500
142.1,381800
201.6,330000
73.4,90000
107.8,312000
100.3,339000
203.5,313000
188.6,618080
230.4,325000
208.1,242000
153.3,364000
157.9,545000
259.2,445000
279.6,1085500
236.9,660000
267.6,845000
194.2,417000
68.7,213800
89.2,400000
195.1,759950
236.0,990000
153.3,710000
71.5,315000
211.8,515000
154.2,638000
187.7,370000
90.1,184000
230.4,583800
116.1,309500
411.6,1960000
68.7,299000
66.0,215000
183.0,410000
76.2,478000
92.9,431000
286.1,635000
223.9,648000
220.2,640000
435.7,932808
211.8,835000
142.1,469775
335.4,587000
161.7,677915
334.5,1075000
290.8,671000
366.0,695000
204.4,205000
140.3,350000
144.9,360000
173.7,313999
192.3,300000
154.2,452000
186.7,495500
131.0,288000
169.1,227490
237.8,470950
227.6,735000
288.9,730000
205.3,412000
244.3,589500
218.3,291000
413.4,1300000
111.5,190000
112.4,456200
119.8,225000
324.2,2000000
312.2,740000
247.1,467000
71.5,385000
167.2,670000
269.4,500000
132.9,352450
236.9,669888
121.7,405000
132.9,518000
174.7,280000
148.6,435000
163.5,314950
109.6,209900
216.5,630000
182.1,442000
105.9,340000
130.1,230000
251.8,495200
326.1,900000
84.5,265000
194.2,489500
131.0,335000
283.4,585000
186.7,800000
197.0,379500
118.0,475000
155.1,520000
167.2,515000
152.4,577500
161.7,269900
148.6,329000
118.9,458500
137.5,890000
183.9,361500
346.5,2535000
83.6,325000
323.3,1850000
263.8,945000
231.3,370000
138.4,320000
140.3,450000
269.4,800000
208.1,676000
189.5,1272500
135.6,290000
92.0,158000
183.0,379950
247.1,583000
80.8,150000
161.7,261500
212.7,278000
201.6,555000
189.5,355000
164.4,375000
221.1,227000
188.6,335000
210.9,680000
129.1,686500
142.1,410000
132.9,425000
188.6,562500
222.0,345000
236.0,627500
175.6,355000
173.7,335000
165.4,350000
149.6,590000
131.9,252000
412.5,1295000
169.1,705000
150.5,498000
80.8,312500
170.0,260000
212.7,209950
103.1,610000
133.8,500000
285.2,850000
226.7,689000
223.9,470000
210.9,640000
217.4,290000
167.2,258500
205.3,1100000
169.1,420000
110.6,230000
130.1,252000
241.5,515000
84.5,425000
163.5,575000
79.9,390000
214.6,561500
185.8,1350000
228.5,835000
94.8,245000
155.1,475200
73.4,425000
186.7,218000
241.5,600000
175.6,545000
427.4,2408000
186.5,460000
81.8,425000
157.9,455000
160.7,313100
363.3,780000
200.7,345500
111.5,243000
358.6,670000
122.6,325000
118.9,281000
102.2,130000
201.6,340000
252.7,485000
234.1,642860
237.8,747000
246.2,559950
266.6,577288
114.3,575000
134.7,287000
295.4,1149000
167.2,335000
187.7,375000
57.6,325000
203.5,530000
183.9,287000
275.9,320000
210.9,425000
151.4,550000
141.2,135000
193.2,695000
280.6,975000
202.5,210000
165.4,518000
127.3,335500
283.4,750000
138.4,515000
167.2,344500
163.5,470000
164.4,606150
270.3,292000
267.6,450000
234.1,429000
296.4,765000
50.2,425000
294.5,505000
170.0,544950
126.3,382000
173.7,475000
127.3,355000
157.9,410000
182.1,450000
384.6,565000
119.8,529100
228.5,452500
146.8,245000
65.0,415000
223.9,610000
202.5,363500
181.2,510000
244.3,650000
190.5,290000
73.4,170000
99.4,510000
1257.9,2280000
215.5,316000
248.1,690000
65.0,199950
79.9,207000
324.2,449950
107.8,361550
339.1,824000
144.0,537000
243.4,838400
66.9,225000
128.2,329900
108.7,282500
108.7,229950
151.4,500000
175.6,495000
93.8,149500
189.5,726000
379.0,899000
118.0,317000
73.4,395000
239.7,360000
212.7,570000
324.2,320000
140.3,320000
223.0,268000
83.6,191000
118.0,400000
97.5,515000
274.1,610000
171.9,538000
183.0,432000
223.0,335000
219.3,302000
146.8,787500
166.3,420000
263.8,560000
183.0,535000
165.4,310000
364.2,760000
144.0,242500
276.9,1313000
118.0,235000
282.4,598780
192.8,433200
103.1,343000
74.3,145000
63.2,291970
156.1,599950
363.3,1749000
258.3,870000
185.8,323000
292.6,727000
104.1,166000
161.7,450000
275.9,400000
275.9,599000
106.8,165000
110.6,229000
83.6,305000
274.1,930000
184.9,542000
94.8,214000
192.3,718000
132.9,349000
188.6,305000
150.5,498000
392.1,799950
213.7,737000
355.8,860000
222.0,339950
133.8,249000
84.5,370000
144.0,725000
221.1,529000
191.4,310000
174.7,315000
322.4,1300000
219.3,435000
183.0,350000
96.6,240000
131.9,410000
212.7,430000
142.1,446000
126.3,240000
341.9,595000
85.5,215150
99.4,319950
147.7,385000
148.6,280000
140.3,399950
100.3,132500
123.6,399950
79.0,290000
182.1,860000
648.5,3100000
142.1,245000
122.6,255000
215.5,310000
89.2,299000
189.5,575000
100.3,284000
187.7,840000
165.4,442573
105.9,560000
149.6,485000
133.8,472500
396.7,1610000
321.4,808000
175.6,398000
208.1,340000
70.6,380000
94.8,235000
123.6,400000
258.3,582000
99.4,209000
247.1,335000
66.0,285950
310.3,645000
107.8,312000
263.8,663000
185.8,443950
98.5,315000
160.7,302200
203.5,770000
154.2,374950
205.3,330000
80.8,230000
288.0,967000
159.8,536500
289.9,315000
96.6,626000
153.3,334009
93.8,429000
373.5,818000
201.2,326000
174.7,310000
210.0,525000
186.7,350000
309.4,936000
141.2,226000
326.1,1250000
146.8,428000
135.6,329932
135.6,539000
153.3,275000
247.1,590000
326.1,782000
197.0,575000
165.4,509000
185.8,290000
120.8,305240
202.5,555000
166.3,317000
177.4,430000
167.2,850000
243.4,469000
133.8,327200
259.2,835000
217.4,360000
192.3,372000
200.7,453000
194.2,275000
189.5,475000
181.2,310000
111.5,173000
208.1,313500
126.3,345000
139.4,436000
120.8,244500
105.9,206000
272.2,890000
198.8,329950
151.2,250000
184.9,246000
181.2,440000
177.4,395000
76.2,305000
136.6,160000
136.6,269000
98.5,169500
290.8,690500
117.1,245560
204.4,345000
239.7,383000
125.4,388500
125.4,250000
212.7,455500
113.3,672000
255.5,550000
132.9,487000
206.2,291375
138.4,225000
226.7,519950
192.3,250000
139.4,614950
187.7,599500
203.5,625000
72.5,248500
113.3,469950
170.9,525000
222.0,787500
344.7,485000
69.7,310000
196.0,280000
94.8,200000
286.1,490000
83.6,146000
345.6,500000
87.3,242500
96.6,324950
92.9,231500
193.2,300000
232.3,545000
97.5,350000
150.5,467100
149.6,180000
197.9,749000
135.6,245000
148.6,260000
160.7,490000
211.8,565000
225.8,330000
128.2,295000
166.3,725000
313.1,1135000
271.3,680000
202.5,490000
137.5,635000
218.3,750000
226.7,330000
125.4,270000
183.0,340000
103.1,413252
274.1,600000
275.9,726888
66.9,285000
71.5,365000
153.3,295000
150.5,460000
140.3,230000
99.4,337000
93.8,300000
313.1,2300000
185.8,360000
191.4,585000
161.7,182700
161.7,305000
174.7,309950
89.2,550000
304.7,825000
145.9,998500
277.8,644500
116.1,320000
178.4,266950
229.5,633100
89.2,395000
87.3,259250
117.1,300000
211.8,413000
161.7,435000
244.3,500000
225.8,402000
210.0,777700
113.3,580000
239.7,570000
67.8,174950
70.6,300000
161.7,435000
317.7,840000
208.1,469000
178.4,870000
187.7,532000
174.7,455000
93.8,201000
370.7,649000
129.1,445500
114.3,475000
273.1,590000
203.5,565000
59.5,110000
155.1,375000
115.2,255000
171.9,315000
187.7,496600
94.8,380000
149.6,338950
253.6,542500
263.8,739000
119.8,549000
155.1,252000
358.6,1698890
228.5,735000
154.2,270000
317.7,2250000
93.8,155000
208.1,469000
217.4,305000
178.4,675000
228.5,931000
136.6,385000
315.9,815000
177.4,531000
130.1,386500
141.2,475580
86.4,358000
217.4,677500
271.3,868500
118.0,599380
227.6,712000
128.2,350000
234.1,875000
212.7,365000
154.2,452000
260.1,915000
157.0,482500
109.6,425000
129.1,460000
215.5,666570
210.9,390000
245.3,650000
156.1,305000
92.0,250000
257.3,438800
88.3,290000
200.7,324950
153.3,453000
167.2,556000
154.2,315000
173.7,445830
299.1,1260000
171.9,287200
146.8,525000
426.4,1135000
250.8,381000
94.8,360000
274.1,619000
165.4,535000
66.0,402000
399.5,600000
193.2,549950
219.3,300000
205.3,360000
403.2,419000
122.6,510000
183.9,319950
367.9,1180000
197.9,381000
159.8,256900
166.3,346000
129.1,465000
176.5,545000
152.4,516000
250.8,550000
204.4,339950
121.7,417000
230.4,906000
279.6,980000
227.6,555000
116.1,468000
242.5,378000
186.7,430000
289.9,730100
127.3,219000
224.8,570000
139.4,262500
244.3,525000
88.3,520000
249.0,417400
341.9,788000
118.0,320000
216.5,950000
89.2,255000
184.9,260000
134.7,394000
211.8,575000
170.0,1250000
153.3,385000
252.7,456000
158.9,637000
131.9,485000
133.8,315275
118.9,252500
122.6,240000
237.8,790000
137.5,310000
275.0,1250000
107.8,425000
196.0,548000
153.3,379880
181.2,530000
241.5,695000
118.0,435000
120.8,540000
166.3,425000
179.3,490000
111.5,220000
190.5,540000
158.9,670000
197.9,667500
157.9,585000
129.1,225000
114.3,375000
138.4,335000
226.7,680000
90.1,600000
157.9,161000
157.9,220000
159.8,420000
130.1,710000
238.8,626000
111.5,279500
407.8,1610000
100.3,325000
172.8,380000
199.7,470000
209.0,363000
190.5,245000
93.8,525000
543.5,1700000
176.5,658500
94.8,680000
314.9,835000
184.9,595000
296.4,419000
112.4,198900
347.5,1085000
199.7,500000
226.7,575000
114.3,324950
254.6,259000
210.0,551000
92.9,488000
218.3,635000
213.7,395000
133.8,370000
258.3,675000
111.5,402000
282.4,825000
247.1,579000
140.3,455000
165.4,265000
271.3,713500
144.0,240000
251.8,570000
105.9,243800
87.3,543000
200.7,1010000
229.5,625000
260.1,459950
224.8,370000
135.6,150000
169.1,683500
141.2,499950
122.6,255000
178.4,279000
245.3,910000
246.2,699000
338.2,1651000
131.9,248000
143.1,429000
144.0,685000
67.8,316000
187.7,410000
111.5,299000
115.2,559000
249.0,575000
152.4,602000
152.4,492000
149.6,293500
212.7,481000
197.9,311100
198.8,375000
373.5,1075000
188.6,500000
128.2,553000
165.4,760000
133.8,589500
259.2,840000
389.3,2546000
359.5,1275000
171.9,260000
144.0,430000
178.4,781000
73.4,280000
347.5,392000
124.5,466200
150.5,641000
156.1,350000
149.6,450000
414.3,1800000
111.5,185000
116.1,290000
337.2,964000
395.8,2000000
202.5,545000
163.5,609950
169.1,605000
197.0,550000
253.6,905000
225.8,384200
108.7,370000
194.2,717500
363.3,1999000
105.9,365500
135.6,580000
250.8,415000
62.2,272000
174.7,600000
183.9,744000
193.2,830000
128.2,322000
168.0,270000
125.4,272450
163.5,605000
181.2,510000
294.5,1125000
278.7,1688000
135.6,162000
125.4,337500
136.6,312000
311.2,740000
311.2,700000
126.3,328000
94.8,241000
170.9,265000
188.6,246000
138.4,271000
191.4,270000
208.1,395000
135.6,340000
198.8,340000
131.9,335000
98.5,435000
163.5,527950
215.5,600000
164.4,667000
426.4,1148000
189.5,417000
117.1,451000
153.3,580000
221.1,570000
255.5,750000
261.1,685000
124.5,275000
224.8,739888
200.7,715000
227.6,800000
173.7,350000
92.9,220000
208.1,452500
204.4,280000
73.4,248000
82.7,305000
118.0,435010
171.9,678100
125.6,325000
143.1,529950
152.4,440000
125.4,585000
186.7,462608
193.2,350500
96.6,210000
175.6,510000
168.2,280000
179.3,385000
93.8,349000
161.7,252000
270.3,1100000
123.6,375000
205.3,336000
248.1,732000
92.9,200000
292.6,681716
141.2,235000
157.0,257500
99.4,315000
84.5,299950
197.9,530000
207.2,766500
330.7,860000
240.6,690000
189.5,551000
195.1,530000
124.5,568000
257.3,749950
223.0,535000
105.9,234300
86.4,190000
169.1,525000
129.1,610000
137.5,520000
70.6,375000
146.8,600000
173.7,664000
140.3,698000
116.1,418000
198.8,271675
143.1,450000
274.1,759000
187.7,599950
262.0,810000
154.2,331292
170.0,348000
66.9,435000
200.7,530000
140.3,227000
173.7,285000
265.7,740000
92.0,246000
177.4,260000
125.4,366000
237.6,594950
242.5,608000
159.8,313100
108.7,185000
105.9,455000
218.3,235000
94.8,230000
253.6,770000
170.0,240000
157.0,461000
269.4,1580000
592.7,1822500
157.0,452000
247.1,765000
422.7,1050000
142.1,546000
192.3,781000
174.7,538000
208.1,790000
236.0,696500
127.3,276000
71.5,269000
732.1,2415000
275.9,829000
68.7,122000
126.3,352500
118.9,249000
178.4,360000
187.7,629500
307.5,1140000
274.1,1550000
122.6,275000
293.6,697000
152.4,379500
226.7,720000
278.7,675000
261.1,1169000
222.0,1100000
193.2,520000
246.2,415000
98.5,415000
180.2,450000
100.3,485000
157.9,294000
412.5,1037000
146.8,690000
337.2,716500
119.8,481000
182.1,575000
194.2,785000
182.1,480000
197.0,720000
212.7,536000
174.7,324900
71.5,265000
142.1,545000
134.7,465000
157.0,292500
174.7,860000
386.5,1045000
198.8,495000
122.6,342000
185.8,320000
135.6,444000
285.2,804100
154.2,432000
168.2,230000
326.1,935000
202.5,634950
306.6,780000
228.5,611000
174.7,475999
212.7,565000
212.7,630000
358.6,840000
245.3,790000
264.8,450000
280.6,1272000
140.3,520000
223.9,446800
136.6,652000
268.5,1170000
324.2,745000
118.0,594000
92.9,257000
132.9,485000
98.5,330000
156.1,381000
211.8,849900
227.6,793000
339.1,920000
77.1,455000
324.2,975000
97.5,375000
108.7,400000
113.3,447000
121.7,470000
290.8,665000
147.7,295500
159.8,200000
234.1,620000
141.2,434900
302.9,1328000
363.3,1650000
323.3,852500
282.4,790000
188.6,565000
359.5,1127500
173.7,289950
245.3,850000
180.2,505000
158.9,372000
157.0,207000
217.4,780000
157.9,400000
171.9,440250
127.3,585000
269.4,850000
223.0,570000
347.5,869000
201.6,551000
90.1,172380
243.4,355000
276.9,728935
217.4,850000
174.7,515000
137.5,215000
208.1,220000
273.1,845000
66.0,390000
135.6,135000
142.1,439000
244.3,585000
207.2,620000
89.2,477000
109.6,399500
163.5,500000
124.5,432500
260.1,940000
402.3,3168750
345.6,1080000
155.1,229999
102.2,233000
301.0,600000
156.1,334000
95.7,332500
151.4,249900
242.5,310000
116.1,200000
137.5,310000
129.1,230000
180.2,420000
275.0,785000
401.3,1775000
139.4,265000
78.0,295000
330.7,896000
222.0,415000
111.5,250000
238.8,1475000
202.5,635000
320.5,905000
187.7,528000
230.4,530000
105.9,310000
142.1,252000
157.9,334500
199.7,370000
110.6,311000
160.7,260000
130.1,217500
204.4,290000
89.2,500000
164.4,423500
275.9,715000
147.7,299000
311.2,635000
313.1,806000
182.1,289950
126.3,280000
258.3,479950
278.7,394000
334.5,682000
92.0,409950
277.8,1000000
111.5,436000
142.1,279000
133.8,390000
180.2,635000
198.8,304400
216.5,780000
254.0,520000
181.2,580000
133.8,274000
142.1,315000
177.4,390000
162.6,340000
148.6,502000
162.6,260000
87.3,399000
81.8,312500
153.3,370000
354.9,1240000
176.5,230000
345.6,1275000
131.0,294350
89.2,208950
179.3,515000
317.7,965000
279.6,925000
165.4,654500
193.2,364000
116.1,150000
209.7,349950
155.1,585000
209.0,801501
153.3,610000
267.6,382000
336.3,495000
181.2,447500
211.8,575000
161.7,565000
113.3,348580
210.0,459000
166.3,375000
226.7,310000
130.1,210000
168.2,384205
130.1,180000
130.1,310000
186.7,427500
234.1,780000
284.3,1762000
199.7,339950
267.6,820000
120.8,398000
257.3,492000
165.4,240000
346.5,599950
86.4,105500
86.4,445000
135.6,390500
121.7,255000
257.3,675750
291.7,1640000
164.4,353500
113.3,765000
203.5,563500
167.2,439000
288.0,975000
210.9,469900
120.8,252000
164.3,495000
313.1,570000
151.4,327000
229.5,898000
241.5,300000
167.2,418500
208.1,450000
182.1,403000
158.9,440000
198.8,350000
130.1,240000
82.7,460000
169.1,825000
172.8,267500
113.3,201000
213.7,479500
141.2,210000
133.8,445000
108.7,265000
